REGION;CoDIGO DANE DEL DEPARTAMENTO;DEPARTAMENTO;CoDIGO DANE DEL MUNICIPIO;MUNICIPIO
Region Llano;94;Guainia;94001;Inirida
Region Llano;94;Guainia;94343;Barranco Minas
Region Llano;94;Guainia;94663;Mapiripana
Region Llano;94;Guainia;94883;San Felipe
Region Llano;94;Guainia;94884;Puerto Colombia
Region Llano;94;Guainia;94885;La Guadalupe
Region Llano;94;Guainia;94886;Cacahual
Region Llano;94;Guainia;94887;Pana Pana
Region Llano;94;Guainia;94888;Morichal
Region Llano;99;Vichada;99001;Puerto Carreño
Region Llano;99;Vichada;99524;La Primavera
Region Llano;99;Vichada;99624;Santa Rosalia
Region Llano;99;Vichada;99773;Cumaribo
Region Centro Sur;18;Caqueta;18610;San Jose del Fragua
Region Llano;50;Meta;50110;Barranca de Upia
Region Centro Oriente;68;Santander;68524;Palmas del Socorro
Region Centro Oriente;25;Cundinamarca;25662;San Juan de Rio Seco
Region Caribe;8;Atlantico;8372;Juan de Acosta
Region Llano;50;Meta;50287;Fuente de Oro
Region Llano;85;Casanare;85325;San Luis de Gaceno
Region Pacifico;27;Choco;27250;El Litoral del San Juan
Region Centro Oriente;25;Cundinamarca;25843;Villa de San Diego de Ubate
Region Caribe;13;Bolivar;13074;Barranco de Loba
Region Centro Oriente;15;Boyaca;15816;Togüi
Region Caribe;13;Bolivar;13688;Santa Rosa del Sur
Region Pacifico;27;Choco;27135;El Canton del San Pablo
Region Centro Oriente;15;Boyaca;15407;Villa de Leyva
Region Caribe;47;Magdalena;47692;San Sebastian de Buenavista
Region Centro Oriente;15;Boyaca;15537;Paz de Rio
Region Caribe;13;Bolivar;13300;Hatillo de Loba
Region Caribe;47;Magdalena;47660;Sabanas de San Angel
Region Llano;95;Guaviare;95015;Calamar
Region Caribe;20;Cesar;20614;Rio de Oro
Region Eje Cafetero - Antioquia;5;Antioquia;5665;San Pedro de Uraba
Region Llano;95;Guaviare;95001;San Jose del Guaviare
Region Centro Oriente;15;Boyaca;15693;Santa Rosa de Viterbo
Region Pacifico;19;Cauca;19698;Santander de Quilichao
Region Llano;95;Guaviare;95200;Miraflores
Region Eje Cafetero - Antioquia;5;Antioquia;5042;Santafe de Antioquia
Region Llano;50;Meta;50680;San Carlos de Guaroa
Region Caribe;8;Atlantico;8520;Palmar de Varela
Region Eje Cafetero - Antioquia;5;Antioquia;5686;Santa Rosa de Osos
Region Eje Cafetero - Antioquia;5;Antioquia;5647;San Andres de Cuerquia
Region Centro Sur;73;Tolima;73854;Valle de San Juan
Region Centro Oriente;68;Santander;68689;San Vicente de Chucuri
Region Centro Oriente;68;Santander;68684;San Jose de Miranda
Region Caribe;88;Archipielago de San Andres Providencia y Santa Catalina;88564;Providencia
Region Eje Cafetero - Antioquia;66;Risaralda;66682;Santa Rosa de Cabal
Region Centro Oriente;25;Cundinamarca;25328;Guayabal de Siquima
Region Centro Sur;18;Caqueta;18094;Belen de Los Andaquies
Region Llano;85;Casanare;85250;Paz de Ariporo
Region Centro Oriente;68;Santander;68720;Santa Helena del Opon
Region Centro Oriente;15;Boyaca;15681;San Pablo de Borbur
Region Caribe;44;La Guajira;44420;La Jagua del Pilar
Region Caribe;20;Cesar;20400;La Jagua de Ibirico
Region Caribe;70;Sucre;70742;San Luis de Since
Region Centro Oriente;15;Boyaca;15667;San Luis de Gaceno
Region Caribe;13;Bolivar;13244;El Carmen de Bolivar
Region Pacifico;27;Choco;27245;El Carmen de Atrato
Region Caribe;70;Sucre;70702;San Juan de Betulia
Region Caribe;47;Magdalena;47545;Pijiño del Carmen
Region Eje Cafetero - Antioquia;5;Antioquia;5873;Vigia del Fuerte
Region Caribe;13;Bolivar;13667;San Martin de Loba
Region Caribe;13;Bolivar;13030;Altos del Rosario
Region Centro Sur;73;Tolima;73148;Carmen de Apicala
Region Centro Oriente;25;Cundinamarca;25645;San Antonio del Tequendama
Region Centro Oriente;68;Santander;68655;Sabana de Torres
Region Llano;95;Guaviare;95025;El Retorno
Region Caribe;23;Cordoba;23682;San Jose de Ure
Region Pacifico;52;Nariño;52694;San Pedro de Cartago
Region Caribe;8;Atlantico;8137;Campo de La Cruz
Region Llano;50;Meta;50683;San Juan de Arama
Region Eje Cafetero - Antioquia;5;Antioquia;5658;San Jose de La Montaña
Region Centro Sur;18;Caqueta;18150;Cartagena del Chaira
Region Pacifico;27;Choco;27660;San Jose del Palmar
Region Centro Oriente;25;Cundinamarca;25001;Agua de Dios
Region Caribe;13;Bolivar;13655;San Jacinto del Cauca
Region Centro Sur;41;Huila;41668;San Agustin
Region Pacifico;52;Nariño;52258;El Tablon de Gomez
Region Caribe;88;Archipielago de San Andres Providencia y Santa Catalina;88001;San Andres
Region Centro Oriente;15;Boyaca;15664;San Jose de Pare
Region Centro Sur;86;Putumayo;86865;Valle de Guamez
Region Caribe;13;Bolivar;13670;San Pablo de Borbur
Region Caribe;70;Sucre;70820;Santiago de Tolu
Region Centro Oriente;11;Bogota D.C.;11001;Bogota D.C.
Region Centro Oriente;25;Cundinamarca;25154;Carmen de Carupa
Region Caribe;23;Cordoba;23189;Cienaga de Oro
Region Eje Cafetero - Antioquia;5;Antioquia;5659;San Juan de Uraba
Region Caribe;44;La Guajira;44650;San Juan del Cesar
Region Centro Oriente;68;Santander;68235;El Carmen de Chucuri
Region Eje Cafetero - Antioquia;5;Antioquia;5148;El Carmen de Viboral
Region Eje Cafetero - Antioquia;66;Risaralda;66088;Belen de Umbria
Region Pacifico;27;Choco;27086;Belen de Bajira
Region Centro Oriente;68;Santander;68855;Valle de San Jose
Region Centro Sur;73;Tolima;73678;San Luis
Region Centro Oriente;15;Boyaca;15676;San Miguel de Sema
Region Centro Sur;73;Tolima;73675;San Antonio
Region Centro Oriente;68;Santander;68673;San Benito
Region Centro Oriente;25;Cundinamarca;25862;Vergara
Region Caribe;23;Cordoba;23678;San Carlos
Region Centro Sur;91;Amazonas;91530;Puerto Alegria
Region Centro Oriente;68;Santander;68344;Hato
Region Caribe;13;Bolivar;13654;San Jacinto
Region Pacifico;19;Cauca;19693;San Sebastian
Region Eje Cafetero - Antioquia;5;Antioquia;5649;San Carlos
Region Centro Oriente;15;Boyaca;15837;Tuta
Region Centro Oriente;54;Norte de Santander;54743;Silos
Region Centro Oriente;54;Norte de Santander;54125;Cacota
Region Pacifico;76;Valle del Cauca;76250;El Dovio
Region Centro Oriente;54;Norte de Santander;54820;Toledo
Region Pacifico;76;Valle del Cauca;76622;Roldanillo
Region Centro Oriente;54;Norte de Santander;54480;Mutiscua
Region Pacifico;76;Valle del Cauca;76054;Argelia
Region Centro Oriente;54;Norte de Santander;54261;El Zulia
Region Centro Oriente;54;Norte de Santander;54660;Salazar
Region Pacifico;76;Valle del Cauca;76736;Sevilla
Region Pacifico;76;Valle del Cauca;76895;Zarzal
Region Centro Oriente;54;Norte de Santander;54223;Cucutilla
Region Pacifico;76;Valle del Cauca;76248;El Cerrito
Region Pacifico;76;Valle del Cauca;76147;Cartago
Region Pacifico;76;Valle del Cauca;76122;Caicedonia
Region Centro Oriente;54;Norte de Santander;54553;Puerto Santander
Region Centro Oriente;54;Norte de Santander;54313;Gramalote
Region Pacifico;76;Valle del Cauca;76246;El Cairo
Region Centro Oriente;54;Norte de Santander;54250;El Tarra
Region Pacifico;76;Valle del Cauca;76400;La Union
Region Pacifico;76;Valle del Cauca;76606;Restrepo
Region Centro Oriente;54;Norte de Santander;54800;Teorama
Region Pacifico;76;Valle del Cauca;76233;Dagua
Region Centro Oriente;54;Norte de Santander;54051;Arboledas
Region Pacifico;76;Valle del Cauca;76318;Guacari
Region Centro Oriente;54;Norte de Santander;54418;Lourdes
Region Pacifico;76;Valle del Cauca;76041;Ansermanuevo
Region Centro Oriente;54;Norte de Santander;54099;Bochalema
Region Pacifico;76;Valle del Cauca;76113;Bugalagrande
Region Centro Oriente;54;Norte de Santander;54206;Convencion
Region Centro Oriente;54;Norte de Santander;54344;Hacari
Region Pacifico;76;Valle del Cauca;76403;La Victoria
Region Centro Oriente;54;Norte de Santander;54347;Herran
Region Pacifico;76;Valle del Cauca;76306;Ginebra
Region Pacifico;76;Valle del Cauca;76892;Yumbo
Region Pacifico;76;Valle del Cauca;76497;Obando
Region Centro Oriente;54;Norte de Santander;54810;Tibu
Region Centro Oriente;54;Norte de Santander;54673;San Cayetano
Region Centro Oriente;54;Norte de Santander;54670;San Calixto
Region Pacifico;76;Valle del Cauca;76100;Bolivar
Region Centro Oriente;54;Norte de Santander;54398;La Playa
Region Pacifico;76;Valle del Cauca;76001;Cali
Region Pacifico;76;Valle del Cauca;76670;San Pedro
Region Pacifico;76;Valle del Cauca;76111;Guadalajara de Buga
Region Centro Oriente;54;Norte de Santander;54172;Chinacota
Region Centro Oriente;54;Norte de Santander;54599;Ragonvalia
Region Centro Oriente;54;Norte de Santander;54385;La Esperanza
Region Centro Oriente;54;Norte de Santander;54874;Villa del Rosario
Region Centro Oriente;54;Norte de Santander;54174;Chitaga
Region Pacifico;76;Valle del Cauca;76126;Calima
Region Centro Oriente;54;Norte de Santander;54720;Sardinata
Region Pacifico;76;Valle del Cauca;76036;Andalucia
Region Pacifico;76;Valle del Cauca;76563;Pradera
Region Centro Oriente;54;Norte de Santander;54003;Abrego
Region Centro Oriente;54;Norte de Santander;54405;Los Patios
Region Centro Oriente;54;Norte de Santander;54498;Ocaña
Region Centro Oriente;54;Norte de Santander;54109;Bucarasica
Region Pacifico;76;Valle del Cauca;76890;Yotoco
Region Pacifico;76;Valle del Cauca;76520;Palmira
Region Pacifico;76;Valle del Cauca;76616;Riofrio
Region Centro Oriente;54;Norte de Santander;54680;Santiago
Region Pacifico;76;Valle del Cauca;76020;Alcala
Region Pacifico;76;Valle del Cauca;76863;Versalles
Region Centro Oriente;54;Norte de Santander;54377;Labateca
Region Centro Oriente;54;Norte de Santander;54128;Cachira
Region Centro Oriente;54;Norte de Santander;54871;Villa Caro
Region Centro Oriente;54;Norte de Santander;54239;Durania
Region Pacifico;76;Valle del Cauca;76243;El aguila
Region Pacifico;76;Valle del Cauca;76823;Toro
Region Pacifico;76;Valle del Cauca;76130;Candelaria
Region Pacifico;76;Valle del Cauca;76377;La Cumbre
Region Pacifico;76;Valle del Cauca;76845;Ulloa
Region Pacifico;76;Valle del Cauca;76828;Trujillo
Region Pacifico;76;Valle del Cauca;76869;Vijes
Region Centro Oriente;68;Santander;68176;Chima
Region Caribe;70;Sucre;70670;Sampues
Region Llano;85;Casanare;85225;Nunchia
Region Centro Oriente;54;Norte de Santander;54518;Pamplona
Region Centro Oriente;25;Cundinamarca;25019;Alban
Region Caribe;23;Cordoba;23466;Montelibano
Region Centro Sur;86;Putumayo;86568;Puerto Asis
Region Caribe;70;Sucre;70215;Corozal
Region Pacifico;52;Nariño;52110;Buesaco
Region Llano;85;Casanare;85139;Mani
Region Caribe;13;Bolivar;13268;El Peñon
Region Pacifico;76;Valle del Cauca;76834;Tulua
Region Centro Sur;73;Tolima;73152;Casabianca
Region Centro Oriente;25;Cundinamarca;25040;Anolaima
Region Centro Oriente;25;Cundinamarca;25175;Chia
Region Pacifico;52;Nariño;52835;San Andres de Tumaco
Region Centro Sur;18;Caqueta;18460;Milan
Region Centro Oriente;68;Santander;68147;Capitanejo
Region Centro Sur;73;Tolima;73043;Anzoategui
Region Pacifico;76;Valle del Cauca;76275;Florida
Region Caribe;8;Atlantico;8606;Repelon
Region Eje Cafetero - Antioquia;5;Antioquia;5284;Frontino
Region Centro Oriente;25;Cundinamarca;25258;El Peñon
Region Centro Oriente;54;Norte de Santander;54520;Pamplonita
Region Centro Sur;91;Amazonas;91460;Miriti Parana
Region Llano;85;Casanare;85400;Tamara
Region Centro Oriente;15;Boyaca;15806;Tibasosa
Region Pacifico;19;Cauca;19517;Paez
Region Centro Sur;73;Tolima;73001;Ibague
Region Caribe;8;Atlantico;8573;Puerto Colombia
Region Pacifico;52;Nariño;52083;Belen
Region Centro Oriente;25;Cundinamarca;25758;Sopo
Region Pacifico;27;Choco;27150;Carmen del Darien
Region Centro Oriente;25;Cundinamarca;25299;Gama
Region Centro Oriente;25;Cundinamarca;25718;Sasaima
Region Pacifico;52;Nariño;52240;Chachagüi
Region Centro Oriente;54;Norte de Santander;54001;Cucuta
Region Caribe;13;Bolivar;13001;Cartagena
Region Eje Cafetero - Antioquia;5;Antioquia;5313;Granada
Region Caribe;47;Magdalena;47720;Santa Barbara de Pinto
Region Caribe;13;Bolivar;13442;Maria la Baja
Region Centro Sur;18;Caqueta;18410;La Montañita
Region Centro Sur;18;Caqueta;18753;San Vicente del Caguan
Region Centro Oriente;68;Santander;68250;El Peñon
Region Eje Cafetero - Antioquia;5;Antioquia;5364;Jardin
Region Pacifico;76;Valle del Cauca;76364;Jamundi
Region Pacifico;27;Choco;27787;Tado
Region Llano;85;Casanare;85230;Orocue
Region Centro Sur;73;Tolima;73411;Libano
Region Centro Oriente;25;Cundinamarca;25885;Yacopi
Region Eje Cafetero - Antioquia;63;Quindio;63130;Calarca
Region Eje Cafetero - Antioquia;5;Antioquia;5756;Sonson
Region Centro Oriente;54;Norte de Santander;54245;El Carmen
Region Centro Sur;73;Tolima;73408;Lerida
Region Caribe;23;Cordoba;23350;La Apartada
Region Caribe;13;Bolivar;13620;San Cristobal
Region Centro Oriente;25;Cundinamarca;25290;Fusagasuga
Region Caribe;13;Bolivar;13894;Zambrano
Region Centro Oriente;15;Boyaca;15403;La Uvita
Region Centro Oriente;25;Cundinamarca;25899;Zipaquira
Region Eje Cafetero - Antioquia;63;Quindio;63302;Genova
Region Centro Sur;73;Tolima;73770;Suarez
Region Llano;50;Meta;50150;Castilla la Nueva
Region Centro Oriente;15;Boyaca;15087;Belen
Region Pacifico;27;Choco;27810;Union Panamericana
Region Caribe;47;Magdalena;47570;Pueblo Viejo
Region Centro Sur;86;Putumayo;86885;Villagarzon
Region Centro Oriente;25;Cundinamarca;25269;Facatativa
Region Caribe;23;Cordoba;23580;Puerto Libertador
Region Eje Cafetero - Antioquia;17;Caldas;17444;Marquetalia
Region Pacifico;52;Nariño;52051;Arboleda
Region Pacifico;76;Valle del Cauca;76109;Buenaventura
Region Caribe;47;Magdalena;47189;Cienaga
Region Caribe;8;Atlantico;8560;Ponedera
